id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
35155,FR-JCA,heliport,"Croisette Heliport",43.535999,7.03736,,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Cannes,1,,,,,,"Palm Beach",625,2023-04-30T11:13:34+00:00
4191,LFPV,medium_airport,"Vélizy-Villacoublay Air Base",48.774406,2.203102,584,EU,France,FR,Île-de-France,FR-IDF,IDF,Vélizy-Villacoublay,0,LFPV,VIY,,,https://en.wikipedia.org/wiki/V%C3%A9lizy_%E2%80%93_Villacoublay_Air_Base,"BA 107",599,2022-12-07T12:10:21+00:00
4172,LFOE,medium_airport,"Évreux-Fauville (BA 105) Air Base",49.02870178222656,1.2198599576950073,464,EU,France,FR,Normandy,FR-NOR,NOR,Évreux/Fauville,0,LFOE,EVX,,,,,575,2008-06-13T14:30:04+00:00
4229,LFSF,closed,"Metz-Frescaty (BA 128) Air Base",49.071701,6.13167,629,EU,France,FR,"Grand Est",FR-GES,GES,Metz/Frescaty,0,,,,,,"LFSF, LFSF, MZM",575,2017-03-04T03:17:40+00:00
4059,LFBC,medium_airport,"Cazaux (BA 120) Air Base",44.53329849243164,-1.125,84,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,"Cazaux (La Teste-de-Buch)",0,LFBC,,,,,,500,2008-06-13T14:30:04+00:00
4153,LFMI,medium_airport,"Istres Le Tubé Air Base",43.522701,4.92384,82,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,"Istres/Le Tubé",0,LFMI,,,,,"Istres Air Base, BA125",475,2020-05-14T12:58:08+00:00
4157,LFMO,medium_airport,"Orange-Caritat (BA 115) Air Base",44.140499,4.86672,197,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Orange/Caritat,0,LFMO,,,,https://en.wikipedia.org/wiki/Orange-Caritat_Air_Base,,475,2021-08-27T21:16:12+00:00
4201,LFQP,medium_airport,"Phalsbourg-Bourscheid Air Base",48.7680556,7.205,1017,EU,France,FR,"Grand Est",FR-GES,GES,Phalsbourg/Bourscheid,0,LFQP,,,,,,450,2016-10-03T10:36:10+00:00
4214,LFRJ,medium_airport,"Landivisiau Air Base",48.53030014038086,-4.151639938354492,348,EU,France,FR,Brittany,FR-BRE,BRE,Landivisiau,0,LFRJ,LDV,,,,,375,2008-06-13T14:30:04+00:00
4097,LFDN,medium_airport,"Rochefort-Saint-Agnant (BA 721) Airport",45.88779830932617,-0.9830560088157654,60,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Rochefort/Saint-Agnant,0,LFDN,RCO,,,,,325,2008-06-13T14:30:04+00:00
4150,LFMC,medium_airport,"Le Luc-Le Cannet Airport",43.384701,6.38714,265,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,"Le Cannet-des-Maures",0,LFMC,,,,,,300,2021-04-27T15:17:52+00:00
4235,LFSO,medium_airport,"Nancy-Ochey (BA 133) Air Base",48.583099365234375,5.954999923706055,1106,EU,France,FR,"Grand Est",FR-GES,GES,Nancy/Ochey,0,LFSO,,,,,,300,2008-06-13T14:30:04+00:00
4062,LFBF,medium_airport,"Toulouse-Francazal (BA 101) Air Base",43.54560089111328,1.3674999475479126,535,EU,France,FR,Occitanie,FR-OCC,OCC,Toulouse/Francazal,0,LFBF,,,,,,300,2008-06-13T14:30:04+00:00
4133,LFLD,medium_airport,"Bourges Airport",47.058101654052734,2.3702800273895264,529,EU,France,FR,"Centre-Val de Loire",FR-CVL,CVL,Bourges,0,LFLD,BOU,,,,,250,2008-06-13T14:30:04+00:00
4170,LFOC,medium_airport,"Châteaudun (BA 279) Air Base",48.058102,1.37662,433,EU,France,FR,"Centre-Val de Loire",FR-CVL,CVL,Châteaudun,0,LFOC,,,,,,250,2016-11-15T06:18:58+00:00
4094,LFDI,medium_airport,"Libourne-Artigues-de-Lussac Airport",44.982498,-0.134722,157,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Libourne/Artigues-de-Lussac,0,LFDI,,,,,,250,2016-10-28T06:06:24+00:00
4051,LFAG,medium_airport,"Aérodrome de Péronne Saint-Quentin",49.8685,3.02958,295,EU,France,FR,Hauts-de-France,FR-HDF,HDF,Péronne/Saint-Quentin,0,LFAG,,,,,,250,2020-05-11T21:25:58+00:00
4089,LFCY,medium_airport,"Royan-Médis Airport",45.62810134887695,-0.9725000262260437,72,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Royan/Médis,0,LFCY,RYN,,,,,250,2008-06-13T14:30:04+00:00
4056,LFAV,medium_airport,"Valenciennes-Denain Airfield",50.325802,3.46126,165,EU,France,FR,Hauts-de-France,FR-HDF,HDF,Valenciennes/Denain,0,LFAV,,,,,,250,2021-08-27T20:58:25+00:00
4205,LFQW,medium_airport,"Aérodrome de Vesoul-Frotey",47.6376,6.20392,1249,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,Vesoul/Frotey,0,LFQW,,,,,,250,2020-04-30T06:26:26+00:00
4092,LFDB,small_airport,"Aérodrome Morin - Védrines",44.0257,1.37804,351,EU,France,FR,Occitanie,FR-OCC,OCC,Montauban,0,LFDB,,,,,,150,2020-12-18T01:24:28+00:00
28839,LFFD,small_airport,"St André De L'eure Airfield",48.898602,1.25056,489,EU,France,FR,Normandy,FR-NOR,NOR,,0,LFFD,,,,,,50,2019-02-18T03:18:34+00:00
28789,LFCB,small_airport,"Aérodrome de Bagnères de Luchon",42.799999,0.6,2028,EU,France,FR,Occitanie,FR-OCC,OCC,,0,LFCB,,,,,,50,2020-05-06T06:34:44+00:00
28940,LFND,closed,"Pont St Esprit Airfield",44.269402,4.65333,144,EU,France,FR,Occitanie,FR-OCC,OCC,,0,,,,,,"LFND, LFND",50,2016-11-14T11:58:14+00:00
28949,LFNQ,small_airport,"Mont Louis La Quillane Airfield",42.543598,2.12,5610,EU,France,FR,Occitanie,FR-OCC,OCC,,0,LFNQ,,,,,,50,2019-02-18T08:06:53+00:00
29007,LFTN,small_airport,"La Grand'combe Airfield",44.2444,4.01222,1647,EU,France,FR,Occitanie,FR-OCC,OCC,,0,LFTN,,,,,,50,2021-06-13T07:17:39+00:00
29027,LFYS,small_airport,"Ste Léocadie Airfield",42.447201,2.01083,4331,EU,France,FR,Occitanie,FR-OCC,OCC,,0,LFYS,,,,,,50,2018-04-02T00:36:52+00:00
333895,FR-0406,small_airport,"Vallon des Bergons",43.020745,-0.178995,3445,EU,France,FR,Occitanie,FR-OCC,OCC,,0,,,LF6536,https://basulm.ffplum.fr/PDF/LF6536.pdf,,bergons,50,2020-04-17T17:27:14+00:00
28954,LFNV,small_airport,"Valréas Visan Airfield",44.336899,4.90806,472,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,,0,LFNV,,,,,,50,2019-02-18T08:05:02+00:00
29008,LFTP,small_airport,"Puimoisson Airfield",43.86889,6.16278,2523,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,,0,LFTP,,,http://www.puivolavoile.com/?lang=en,,,50,2021-06-13T07:16:48+00:00
29009,LFTQ,small_airport,"Châteaubriant Pouancé Airfield",47.739562,-1.189519,322,EU,France,FR,Pays-de-la-Loire,FR-PDL,PDL,,0,LFTQ,,,,,,50,2016-11-15T12:07:36+00:00
28878,LFHC,small_airport,"Aérodrome de Pérouges - Meximieux",45.869701,5.18722,702,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,,0,LFHC,,,,,,50,2021-04-30T13:48:01+00:00
28883,LFHH,small_airport,"Vienne Reventin Airport",45.464199,4.82944,719,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,,0,LFHH,,,,,,50,2020-03-29T12:23:44+00:00
28894,LFHZ,closed,"Ancien aérodrome de Sallanches Mont-Blanc",45.953899,6.63917,1755,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,,0,,,,,,"LFHZ, LFHZ",50,2021-04-27T14:26:22+00:00
28918,LFKE,small_airport,"Saint-Jean-en-Royans Airport",45.027802,5.31,866,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,,0,LFKE,,,,,,50,2020-04-04T17:32:01+00:00
28923,LFKP,small_airport,"La Tour Du Pin Airfield",45.560001,5.38472,1050,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,,0,LFKP,,,,,,50,2018-04-02T01:10:45+00:00
28925,LFKY,small_airport,"Belley - Peyrieu Airfield",45.695,5.69278,739,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,,0,LFKY,,,,,,50,2020-08-15T04:02:34+00:00
28931,LFLZ,small_airport,"Aérodrome de Feurs - Chambéon",45.70622,4.19734,1096,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,,0,LFLZ,,,,,,50,2020-05-08T12:28:37+00:00
43582,FR-0242,small_airport,"Saint Rémy de Maurienne",45.376718,6.27692,1399,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,,0,LFKR,,,,,,50,2018-04-02T00:54:00+00:00
28854,LFFX,small_airport,"Tournus Cuisery Airfield",46.562801,4.97667,682,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,,0,LFFX,,,,,,50,2019-02-18T02:33:31+00:00
28863,LFGL,small_airport,"Lons Le Saulnier Courlaoux Airfield",46.676102,5.47111,761,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,,0,LFGL,,,,,,50,2016-11-14T05:01:42+00:00
28867,LFGP,small_airport,"St Florentin Cheu Airfield",47.98019,3.775583,351,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,,0,LFGP,,,,,,50,2016-11-14T05:24:31+00:00
28874,LFGX,small_airport,"Aérodrome de Champagnole - Crotenay",46.7644,5.82083,1745,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,,0,LFGX,,,,,,50,2021-04-30T13:43:55+00:00
28997,LFSA,small_airport,"Besançon–Thise Airfield",47.2747,6.08417,807,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,,0,LFSA,,,,http://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_Besan%C3%A7on_-_Thise,,50,2020-04-27T09:38:10+00:00
28835,LFEX,small_airport,"Nancy Azelot Airfield",48.5928,6.24111,961,EU,France,FR,"Grand Est",FR-GES,GES,,0,LFEX,,,,,,50,2019-02-18T02:32:48+00:00
28836,LFEZ,small_airport,"Nancy Malzeville Glider Field",48.7244,6.20778,1253,EU,France,FR,"Grand Est",FR-GES,GES,,0,LFEZ,,,,,,50,2016-11-14T07:03:05+00:00
28871,LFGT,small_airport,"Sarrebourg Buhl Airfield",48.717087,7.074805,873,EU,France,FR,"Grand Est",FR-GES,GES,,0,LFGT,,,,,,50,2016-11-15T03:15:17+00:00
28872,LFGU,small_airport,"Sarreguemines Neunkirch Airfield",49.128101,7.10833,853,EU,France,FR,"Grand Est",FR-GES,GES,,0,LFGU,,,,,,50,2016-11-15T03:14:29+00:00
28873,LFGV,closed,"Thionville Yutz Airport",49.354698,6.20139,518,EU,France,FR,"Grand Est",FR-GES,GES,,0,,,,,,"LFGV, LFGV",50,2016-11-15T03:13:56+00:00
28990,LFQU,small_airport,"Sarre Union Airfield",48.951401,7.07778,837,EU,France,FR,"Grand Est",FR-GES,GES,,0,LFQU,,,,,,50,2020-04-29T00:15:51+00:00
29014,LFXG,closed,"Bitche Army Air Base",49.06007,7.45009,984,EU,France,FR,"Grand Est",FR-GES,GES,,0,,,,,,"LFXG, LFXG",50,2021-06-13T07:01:43+00:00
29017,LFXM,closed,"Mourmelon Air Base",49.111401,4.36694,387,EU,France,FR,"Grand Est",FR-GES,GES,,0,,,,,,"LFXM, LFXM",50,2018-08-04T09:22:37+00:00
28771,LFAD,small_airport,"Compiègne Margny Airfield",49.434399,2.80611,315,EU,France,FR,Hauts-de-France,FR-HDF,HDF,,0,LFAD,,,,,,50,2018-04-02T00:57:24+00:00
28842,LFFH,small_airport,"Château-Thierry - Belleau Airfield",49.0672,3.35694,728,EU,France,FR,Hauts-de-France,FR-HDF,HDF,,0,LFFH,,,,,,50,2019-02-18T05:46:46+00:00
28840,LFFE,small_airport,"Enghien Moisselles Airfield",49.046398,2.35306,335,EU,France,FR,Île-de-France,FR-IDF,IDF,,0,LFFE,,,,,,50,2019-02-18T05:43:53+00:00
29020,LFXU,small_airport,"Les Mureaux Airfield",48.998299,1.94278,89,EU,France,FR,Île-de-France,FR-IDF,IDF,,0,LFXU,,,,,,50,2021-06-13T07:02:06+00:00
28788,LFCA,small_airport,"Aérodrome de Châtellerault-Targé",46.781399,0.551944,207,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,,0,LFCA,,,,,,50,2020-05-06T06:32:50+00:00
28802,LFDE,small_airport,"Aérodrome d'Égletons",45.421398,2.06889,1857,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,,0,LFDE,,,,"http://wikipedia.fr/Aérodrome d'Égletons",,50,2021-08-26T04:05:22+00:00
28803,LFDF,small_airport,"Aérodrome de Sainte-Foy-la-Grande",44.8536,0.176667,282,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,,0,LFDF,,,,,,50,2021-08-26T04:07:36+00:00
28808,LFDP,small_airport,"St Pierre d'Oléron Airfield",45.959202,-1.31611,20,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,,0,LFDP,,,http://ac.oleron.free.fr,,,50,2017-03-05T14:53:49+00:00
28814,LFDV,small_airport,"Couhé Vérac Airfield",46.2728,0.190556,499,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,,0,LFDV,,,,,,50,2016-11-11T04:29:07+00:00
28895,LFIB,small_airport,"Aérodrome de Belvès Saint-Pardoux",44.782501,0.958889,791,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,,0,LFIB,,,,,,50,2021-04-27T14:29:02+00:00
28897,LFIH,small_airport,"Chalais Airfield",45.268101,0.016944,285,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,,0,LFIH,,,,,,50,2021-06-13T07:08:26+00:00
28906,LFIY,small_airport,"St Jean d'Angély Airfield",45.964993,-0.523374,246,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,,0,LFIY,,,,,,50,2021-06-13T07:11:01+00:00
28912,LFJI,small_airport,"Aérodrome de Marennes - Le Bournet",45.825001,-1.07667,16,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,,0,LFJI,,,,,,50,2021-04-27T14:17:41+00:00
29012,LFXB,small_airport,"Saintes Thénac Airfield",45.7019,-0.636111,118,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,,0,LFXB,,,,,,50,2021-06-13T07:01:21+00:00
4091,LFDA,small_airport,"Aire-sur-l'Adour Airport",43.70940017700195,-0.245278000831604,259,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Aire-sur-Adour,0,LFDA,,,,,,50,2008-06-13T14:30:04+00:00
4102,LFFI,small_airport,"Ancenis Airfield",47.4081,-1.1775,111,EU,France,FR,Pays-de-la-Loire,FR-PDL,PDL,Ancenis,0,LFFI,,,,,,50,2021-06-26T13:35:51+00:00
28790,LFCD,small_airport,"Aérodrome d'Andernos",44.755,-1.065,66,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Andernos-les-Bains,0,LFCD,,,,,,50,2020-05-29T13:41:14+00:00
28914,LFJS,small_airport,"Aérodrome de Soissons - Courmelles",49.345798,3.28417,509,EU,France,FR,Hauts-de-France,FR-HDF,HDF,Angers,0,LFJS,,,,,,50,2020-09-14T14:38:39+00:00
4196,LFQF,small_airport,"Autun-Bellevue Airfield",46.9673,4.26057,997,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,Autun/Bellevue,0,LFQF,,,,,,50,2020-04-29T10:21:43+00:00
43640,FR-0298,small_airport,"Altisurface de Morzine-Avoriaz",46.190277,6.7625,5709,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Avoriaz,0,,,LF7427,,,,50,2020-05-26T10:18:02+00:00
28921,LFKL,small_airport,"Lyon Brindas Airfield",45.7117,4.69778,1040,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Brindas,0,LFKL,,,,,,50,2020-08-15T03:49:33+00:00
43605,FR-0263,small_airport,"Col du Béal Altiport",45.680777,3.789052,4823,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Chalmazel,0,,,LF4221,,,,50,2022-03-18T02:38:09+00:00
28961,LFOL,small_airport,"Aérodrome de L'Aigle-Saint-Michel",48.759701,0.659167,787,EU,France,FR,Normandy,FR-NOR,NOR,Chalons,0,LFOL,,,,,,50,2020-04-30T07:40:03+00:00
43596,FR-0254,small_airport,"Cipieres Alpes Dazur ULM",43.779275,6.864824,3789,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Cipieres,0,,,LF0652,,,,50,2020-04-09T15:24:19+00:00
333578,FR-0392,small_airport,"Col de Bacchus Airstrip",44.8531,5.168788,3200,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,"Col de Bacchus",0,,,LF2623,,,,50,2020-03-13T23:14:11+00:00
28957,LFNY,small_airport,"Altisurface de Saint-Étienne-en-Dévoluy",44.6689,5.90611,6201,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Dévoluy,0,,,LF0538,,,,50,2020-06-03T02:10:24+00:00
28984,LFQK,small_airport,"Châlons - Écury-sur-Coole Airfield",48.905107,4.352703,319,EU,France,FR,"Grand Est",FR-GES,GES,Écury-sur-Coole,0,LFQK,,,,,"Farman Clément Aeroclub",50,2022-10-28T18:36:29+00:00
28919,LFKG,small_airport,"Aérodrome de Ghisonaccia - Alzitone",42.053387,9.400241,177,EU,France,FR,Corsica,FR-COR,COR,"Figari/Sud Corse",0,LFKG,,,,,,50,2020-08-18T03:55:30+00:00
29011,LFTU,closed,"Fréjus Airport",43.4175,6.7357,33,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Fréjus,0,,,,,https://en.wikipedia.org/wiki/Frejus_Airport,"FRJ, LFTU",50,2021-04-27T15:17:14+00:00
28804,LFDG,small_airport,"Aérodrome de Gaillac - Lisle-sur-Tarn",43.8839,1.87556,446,EU,France,FR,Occitanie,FR-OCC,OCC,Gaillac,0,LFDG,,,,,,50,2021-09-24T10:08:17+00:00
28775,LFAK,small_airport,"Dunkerque-Les Moëres Airfield",51.039559,2.549129,-3,EU,France,FR,Hauts-de-France,FR-HDF,HDF,Ghyvelde,0,LFAK,,,http://www.aeroclub-dunkerque.com/,https://en.wikipedia.org/wiki/Dunkerque_%E2%80%93_Les_Mo%C3%ABres_Airfield,"Dunkirk, Dunkerque Aeroclub",50,2022-09-20T10:36:34+00:00
4100,LFES,small_airport,"Guiscriff Scaer Airport",48.0525016784668,-3.664720058441162,574,EU,France,FR,Brittany,FR-BRE,BRE,Guiscriff,0,LFES,,,,,,50,2008-06-13T14:30:04+00:00
43636,FR-0294,small_airport,"Altisurface de l'Escoulin",44.825001,5.233333,2165,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,L'Escoulin,0,,,LF2624,,,,50,2020-06-03T07:22:19+00:00
28776,LFAL,small_airport,"Aérodrome de La Flèche - Thorée-les-Pins",47.692778,0.001944,120,EU,France,FR,Pays-de-la-Loire,FR-PDL,PDL,"La Flèche",0,LFAL,,,http://www.aeroclublafleche.fr/,https://fr.wikipedia.org/wiki/Aérodrome_de_La_Flèche_-_Thorée-les-Pins,,50,2021-02-02T21:26:44+00:00
28782,LFAU,small_airport,"Aérodrome de Vauville",49.622775,-1.830688,456,EU,France,FR,Normandy,FR-NOR,NOR,"La Hague",0,LFAU,,,,,,50,2021-04-30T01:03:33+00:00
4096,LFDM,small_airport,"Marmande-Virazeil Airport",44.4989013671875,0.20051400363445282,105,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Marmande/Virazeil,0,LFDM,,,,,,50,2008-06-13T14:30:04+00:00
43637,FR-0295,small_airport,"Chateau de Montmeilleur",44.793611,5.761667,2789,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Mens,0,LFKK,,,,,Montmeilleur,50,2017-05-02T11:53:38+00:00
28784,LFAX,small_airport,"Aérodrome de Mortagne Au Perche",48.540298,0.533889,886,EU,France,FR,Normandy,FR-NOR,NOR,Mortagne,0,LFAX,,,,,,50,2020-05-12T14:58:21+00:00
4105,LFGB,small_airport,"Mulhouse-Habsheim Airfield",47.741299,7.43221,788,EU,France,FR,"Grand Est",FR-GES,GES,Mulhouse/Habsheim,0,LFGB,,,,,,50,2021-06-13T06:40:33+00:00
4052,LFAI,small_airport,"Aérodrome de Nangis Les Loges",48.596199,3.00679,428,EU,France,FR,Île-de-France,FR-IDF,IDF,"Nangis/Les Loges",0,LFAI,,,,,,50,2020-05-11T21:20:17+00:00
355191,FR-0499,small_airport,"Les Ailes d'Eure et Loir",48.59244,1.53759,480,EU,France,FR,"Centre-Val de Loire",FR-CVL,CVL,Néron,0,,,LF2834,,,,50,2022-07-12T23:41:59+00:00
28805,LFDK,small_airport,"Soulac Sur Mer Airport",45.494998931884766,-1.0822199583053589,7,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Pamiers,0,LFDK,,,,,,50,2008-07-31T22:41:08+00:00
28977,LFPQ,small_airport,"Aérodrome de Fontenay Trésigny",48.707199,2.90444,371,EU,France,FR,Île-de-France,FR-IDF,IDF,Paris,0,LFPQ,,,,,,50,2020-05-01T12:26:42+00:00
28785,LFBJ,small_airport,"Aérodrome de Saint-Junien",45.903301,0.92,902,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Poitiers,0,LFBJ,,,,,,50,2020-05-29T12:57:08+00:00
29003,LFSV,small_airport,"Pont St Vincent Airfield",48.601398,6.05778,1306,EU,France,FR,"Grand Est",FR-GES,GES,"Pont Saint-Vincent",0,LFSV,,,http://acam54.fr/,,,50,2020-04-29T10:24:05+00:00
4098,LFED,small_airport,"Pontivy Airport",48.05849838256836,-2.92182993888855,407,EU,France,FR,Brittany,FR-BRE,BRE,Pontivy,0,LFED,,,,,,50,2008-06-13T14:30:04+00:00
28828,LFEN,small_airport,"Tours Sorigny Airport",47.26750183105469,0.7011110186576843,299,EU,France,FR,"Centre-Val de Loire",FR-CVL,CVL,Pontivy,0,LFEN,,,,,,50,2008-07-31T22:41:51+00:00
28829,LFEP,small_airport,"Pouilly Maconge Airport",47.221401,4.56111,1411,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,Pouilly,0,LFEP,,,,,,50,2016-11-12T07:23:31+00:00
28952,LFNT,small_airport,"Aérodrome d'Avignon-Pujaut",43.996899,4.75556,148,EU,France,FR,Occitanie,FR-OCC,OCC,Pujaut,0,LFNT,,,,,,50,2020-05-02T10:49:48+00:00
28484,LFER,small_airport,"Redon Bains-sur-Oust Airport",47.69940185546875,-2.036669969558716,223,EU,France,FR,Brittany,FR-BRE,BRE,Redon,0,LFER,,,,,,50,2008-06-13T14:30:04+00:00
28898,LFIK,small_airport,"Aérodrome de Ribérac-Tourette",45.238667,0.264798,351,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Ribérac,0,LFIK,,,,,,50,2016-11-14T10:41:06+00:00
28816,LFDX,small_airport,"Fumel Montayral Airport",44.463600158691406,1.0077799558639526,692,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Rochefort,0,LFDX,,,,,,50,2008-07-31T22:41:28+00:00
28817,LFDY,small_airport,"Bordeaux Yvrac Airport",44.877201080322266,-0.47916701436042786,240,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Rochefort,0,LFDY,,,,,,50,2008-07-31T22:41:30+00:00
28986,LFQN,small_airport,"Saint Omer Wizernes Airfield",50.729444,2.235833,249,EU,France,FR,Hauts-de-France,FR-HDF,HDF,"Saint Omer",0,LFQN,,,https://www.aerodromes.fr/aeroport-de-saint-omer---wizernes-lfqn-a350.html,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_Saint-Omer_-_Wizernes,,50,2023-05-18T10:02:19+00:00
43626,FR-0284,small_airport,"Altisurface d'Isola 2000",44.171665,7.163056,8202,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,"Saint Sauveur de Tinée",0,,,LF0621,,,,50,2020-05-01T05:26:37+00:00
43652,FR-0309,small_airport,"Altiport de Val Thorens",45.281944,6.573611,8022,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Saint--Martin-de-Belleville,0,,,LF7327,,,,50,2019-06-29T13:46:20+00:00
4112,LFHQ,small_airport,"Saint-Flour-Coltines Airport",45.07640075683594,2.99360990524292,3218,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Saint-Flour/Coltines,0,LFHQ,,,,,,50,2008-06-13T14:30:04+00:00
28992,LFQY,small_airport,"Saverne Steinbourg Airfield",48.753392,7.425402,630,EU,France,FR,"Grand Est",FR-GES,GES,Saverne,0,LFQY,,,http://aeroclub.saverne.pagesperso-orange.fr/,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_Saverne-Steinbourg,,50,2019-10-24T09:36:48+00:00
28868,LFGQ,small_airport,"Semur En Auxois Airfield",47.481899,4.34417,1053,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,"Semur En Auxois",0,LFGQ,,,,,,50,2016-09-12T08:44:47+00:00
329110,FR-0374,small_airport,"Corbonod-Seyssel Private",45.9618,5.8178,1175,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,Seyssel,0,,,LF0151,,,,50,2019-11-11T10:24:21+00:00
43644,FR-0302,small_airport,"Altisurface de Praz Sauge et Pré Vernay",45.189795,6.252379,5958,EU,France,FR,Auvergne-Rhône-Alpes,FR-ARA,ARA,"St Jean D'Arves",0,,,LF7331,,,LFTU,50,2021-04-03T12:34:58+00:00
28812,LFDT,small_airport,"Aérodrome de Tarbes Laloubère",43.216099,0.078611,1076,EU,France,FR,Occitanie,FR-OCC,OCC,Tarbes,0,LFDT,,,,,,50,2016-11-11T04:30:29+00:00
28831,LFET,small_airport,"Til Châtel Airfield",47.547501,5.21194,938,EU,France,FR,Bourgogne-Franche-Comté,FR-BFC,BFC,"Til Châtel",0,LFET,,,,,,50,2022-12-21T16:03:56+00:00
4088,LFCW,small_airport,"Villeneuve-sur-Lot Airport",44.39690017700195,0.7588890194892883,190,EU,France,FR,Nouvelle-Aquitaine,FR-NAQ,NAQ,Villeneuve-sur-Lot,0,LFCW,,,,,,50,2008-06-13T14:30:04+00:00
43408,FR-0068,heliport,"Centre Hospitalier Heliport",49.76250076293945,4.697500228881836,579,EU,France,FR,"Grand Est",FR-GES,GES,"Charleville Mezieres",0,,,,,,,0,2009-03-14T19:27:19+00:00
43597,FR-0255,closed,"Altisurface de Clamensane",44.313889,6.074444,2933,EU,France,FR,Provence-Alpes-Côte-d'Azur,FR-PAC,PAC,Clamensane,0,,,,,,"Trois Fontaines, LF0421",0,2020-05-29T10:40:51+00:00
43470,FR-0130,heliport,"Coquelles Eurotunnel Heliport",50.91805648803711,1.7949999570846558,31,EU,France,FR,Hauts-de-France,FR-HDF,HDF,Coquelles,0,,,,,,,0,2009-03-14T19:29:36+00:00
